1 64 64 175 64 64 64 64 239 239 143 64 64 64 239 207 254 64 64 64 254 254 254 64 64 64 254 254 254 64 64 64 239 254 175 64 64 64 64 15 64 64 64 64 15 15 47 64 64 64 15 64 15 64 64 64 15 13 15 64 64 64 15 13 13 64 64 64 47 11 64 64 64 239 239 64 254 254 64 254 254 64 15 15 64 15 13 64 15 11 64 239 254 254 254 15 15 11 13 254 254 15 11 254 254 11 13 254 11
1 64 64 239 64 64 64 64 239 239 207 64 64 64 254 239 239 64 64 64 254 254 254 64 64 64 254 254 254 64 64 64 64 254 207 64 64 64 64 15 64 64 64 64 15 15 15 64 64 64 13 64 15 64 64 64 13 13 13 64 64 64 13 13 13 64 64 64 15 13 64 64 64 239 239 64 254 254 64 254 254 64 15 15 64 13 13 64 13 13 64 254 239 254 254 13 15 13 13 254 254 13 13 254 254 13 13 254 13
1 64 64 239 64 64 64 64 239 254 143 64 64 64 254 239 239 64 64 64 254 254 254 64 64 64 239 254 254 64 64 64 64 254 254 64 64 64 64 15 64 64 64 64 15 15 15 64 64 64 15 15 15 64 64 64 13 15 15 64 64 64 15 13 13 64 64 64 64 11 13 64 64 239 254 64 254 254 64 239 254 64 15 15 64 13 15 64 15 11 64 254 239 254 254 15 15 11 13 254 254 15 11 254 254 11 13 254 11
1 64 64 239 64 64 64 64 254 254 207 64 64 64 239 239 254 64 64 64 254 254 254 64 64 64 254 254 254 64 64 64 64 254 252 64 64 64 64 15 64 64 64 64 15 15 15 64 64 64 15 15 15 64 64 64 13 13 13 64 64 64 15 13 13 64 64 64 64 13 11 64 64 254 254 64 254 254 64 254 254 64 15 15 64 13 13 64 15 11 64 254 254 254 254 15 15 11 13 254 254 15 11 254 254 11 13 254 11
1 64 64 143 64 64 64 64 111 239 64 64 64 64 239 222 239 64 64 64 254 254 254 64 64 64 254 254 254 64 64 64 64 254 254 64 64 64 64 15 64 64 64 64 15 15 15 64 64 64 15 15 15 64 64 64 15 13 15 64 64 64 15 11 15 64 64 64 64 13 30 64 64 111 239 64 254 254 64 254 254 64 15 15 64 15 13 64 15 11 64 239 239 254 254 15 15 11 15 239 254 15 11 254 254 11 15 254 11
1 64 64 79 64 64 64 64 111 175 64 64 64 64 239 239 239 64 64 64 254 254 254 64 64 64 254 254 254 64 64 64 64 254 254 64 64 64 64 15 64 64 64 64 15 15 15 64 64 64 15 15 15 64 64 64 15 13 13 64 64 64 15 13 11 64 64 64 64 13 13 64 64 111 175 64 254 254 64 254 254 64 15 15 64 15 13 64 15 11 64 239 239 254 254 15 15 13 11 239 254 15 11 254 254 13 11 254 11
1 64 64 111 64 64 64 64 64 239 79 64 64 64 175 254 239 64 64 64 239 254 254 64 64 64 64 254 254 64 64 64 64 254 254 64 64 64 64 15 15 64 64 64 64 15 15 64 64 64 15 15 15 64 64 64 15 13 13 64 64 64 64 13 11 64 64 64 64 15 11 64 64 64 239 64 239 254 64 64 254 64 64 15 64 15 13 64 64 11 64 254 239 254 254 15 15 13 11 254 254 15 11 254 254 13 11 254 11
1 64 64 79 64 64 64 64 64 207 64 64 64 64 239 239 239 64 64 64 239 254 254 64 64 64 64 254 254 64 64 64 64 254 254 64 64 64 64 15 47 64 64 64 64 15 15 64 64 64 15 15 15 64 64 64 15 13 15 64 64 64 15 13 15 64 64 64 64 15 11 64 64 79 207 64 239 254 64 239 254 64 64 15 64 15 13 64 15 11 64 239 239 254 254 15 15 13 11 239 254 15 11 254 254 13 11 254 11
1 64 64 175 64 64 64 64 64 239 111 64 64 64 239 254 239 64 64 64 239 254 254 64 64 64 239 254 254 64 64 64 64 254 254 64 64 64 64 15 15 64 64 64 64 15 15 64 64 64 15 15 15 64 64 64 15 13 13 64 64 64 15 13 13 64 64 64 64 15 13 64 64 64 239 64 239 254 64 239 254 64 64 15 64 15 13 64 15 13 64 254 239 254 254 15 15 13 13 254 254 15 13 254 254 13 13 254 13
1 32 32 143 143 32 32 32 32 239 239 32 32 32 32 239 254 32 32 32 32 239 254 32 32 32 32 254 254 32 32 32 32 254 254 32 207 32 32 15 15 32 32 32 32 15 15 32 32 32 32 15 15 32 32 32 32 15 15 32 32 32 32 13 13 32 32 32 32 13 13 32 32 32 239 32 32 254 32 32 254 207 32 15 32 32 15 32 32 13 32 239 254 254 254 15 15 13 13 254 254 15 13 254 254 13 13 254 13
1 32 32 175 143 32 32 32 32 239 207 32 32 32 32 239 239 222 32 32 32 254 239 254 32 32 32 254 254 239 32 141 32 254 254 32 254 32 32 15 15 32 32 32 32 15 15 32 32 32 32 15 15 32 32 32 32 13 15 13 32 32 32 13 13 15 32 32 32 15 13 32 13 32 239 32 32 254 254 141 254 254 32 15 32 32 13 13 32 13 13 239 222 254 254 15 15 13 13 239 254 15 13 254 254 13 13 254 13
1 32 32 32 32 32 32 32 32 143 32 32 32 32 32 239 239 32 32 32 32 254 254 254 32 32 32 254 254 32 32 32 32 239 254 32 239 32 32 15 32 32 32 32 32 15 32 32 32 32 32 15 15 32 32 32 32 13 15 13 32 32 32 13 13 32 32 32 32 15 11 32 32 32 143 32 32 254 254 32 254 239 32 15 32 32 13 13 32 11 32 239 239 254 254 15 15 13 11 239 254 15 11 254 254 13 11 254 11
1 32 32 175 111 32 32 32 32 239 239 32 32 32 32 254 239 254 32 32 32 254 254 239 32 32 32 254 254 32 32 32 32 254 254 32 32 32 32 15 15 32 32 32 32 15 15 32 32 32 32 15 15 15 32 32 32 15 13 15 32 32 32 13 13 32 32 32 32 15 13 32 32 32 239 32 32 254 239 32 254 32 32 15 32 32 13 15 32 13 32 254 254 254 254 15 15 13 13 254 254 15 13 254 254 13 13 254 13
