1 0.00247238 4.68609e-007 8.26551e-012 3.21163e-011 5.07387e-022 2.11721e-014 1.27926e-022 0.00247238 4.68609e-007 8.26551e-012 3.21163e-011 5.07387e-022 2.11721e-014 1.27926e-022
1 0.00251486 4.74406e-007 6.68671e-012 2.28973e-011 2.76179e-022 1.577e-014 -6.32271e-023 0.00251486 4.74406e-007 6.68671e-012 2.28973e-011 2.76179e-022 1.577e-014 -6.32271e-023
1 0.00254286 4.80801e-007 3.96167e-012 1.48607e-011 1.12421e-022 1.02802e-014 -1.90577e-023 0.00254286 4.80801e-007 3.96167e-012 1.48607e-011 1.12421e-022 1.02802e-014 -1.90577e-023
1 0.00257816 4.96609e-007 2.86019e-012 7.03435e-012 3.10088e-023 4.93941e-015 -5.83222e-024 0.00257816 4.96609e-007 2.86019e-012 7.03435e-012 3.10088e-023 4.93941e-015 -5.83222e-024
1 0.00255554 4.96758e-007 4.30525e-012 1.67727e-011 1.38773e-022 1.07639e-014 3.2506e-023 0.00255554 4.96758e-007 4.30525e-012 1.67727e-011 1.38773e-022 1.07639e-014 3.2506e-023
1 0.00253368 4.88749e-007 2.98056e-012 1.1618e-011 4.41395e-023 3.49973e-015 5.22086e-023 0.00253368 4.88749e-007 2.98056e-012 1.1618e-011 4.41395e-023 3.49973e-015 5.22086e-023
1 0.00248467 4.75169e-007 2.60221e-012 1.65473e-011 1.07872e-022 1.13691e-014 -1.24058e-023 0.00248467 4.75169e-007 2.60221e-012 1.65473e-011 1.07872e-022 1.13691e-014 -1.24058e-023
1 0.00249686 4.63241e-007 4.03581e-012 1.07719e-011 4.02037e-023 3.19944e-015 5.85498e-023 0.00249686 4.63241e-007 4.03581e-012 1.07719e-011 4.02037e-023 3.19944e-015 5.85498e-023
1 0.00243099 4.39537e-007 5.53533e-012 2.5206e-011 2.89359e-022 1.54853e-014 7.01194e-023 0.00243099 4.39537e-007 5.53533e-012 2.5206e-011 2.89359e-022 1.54853e-014 7.01194e-023
1 0.00380579 9.24058e-007 2.80708e-011 7.30509e-011 -3.16549e-021 -6.76956e-014 9.60495e-022 0.00380579 9.24058e-007 2.80708e-011 7.30509e-011 -3.16549e-021 -6.76956e-014 9.60495e-022
1 0.00379951 6.27288e-007 1.41335e-010 2.70426e-010 1.7721e-020 2.67959e-014 4.98102e-020 0.00379951 6.27288e-007 1.41335e-010 2.70426e-010 1.7721e-020 2.67959e-014 4.98102e-020
1 0.00390157 9.06604e-007 2.3625e-010 4.83301e-010 8.1088e-020 1.1931e-013 1.41756e-019 0.00390157 9.06604e-007 2.3625e-010 4.83301e-010 8.1088e-020 1.1931e-013 1.41756e-019
1 0.0036969 5.9598e-007 1.86711e-010 3.26974e-010 2.59655e-020 8.23336e-014 7.6503e-020 0.0036969 5.9598e-007 1.86711e-010 3.26974e-010 2.59655e-020 8.23336e-014 7.6503e-020
1 0.00376188 8.04903e-007 1.14055e-010 1.75856e-010 -2.3981e-020 -1.54278e-013 6.72259e-021 0.00376188 8.04903e-007 1.14055e-010 1.75856e-010 -2.3981e-020 -1.54278e-013 6.72259e-021
1 0.00247737 4.50195e-007 4.23057e-012 1.02405e-011 3.865e-023 3.06432e-015 5.52207e-023 0.00247737 4.50195e-007 4.23057e-012 1.02405e-011 3.865e-023 3.06432e-015 5.52207e-023
1 0.00249787 4.70477e-007 3.56493e-012 1.13218e-011 4.03296e-023 3.2122e-015 5.95582e-023 0.00249787 4.70477e-007 3.56493e-012 1.13218e-011 4.03296e-023 3.2122e-015 5.95582e-023
1 0.00422161 1.2011e-006 4.97974e-011 1.07664e-010 -5.23173e-021 -8.5433e-014 5.89705e-021 0.00422161 1.2011e-006 4.97974e-011 1.07664e-010 -5.23173e-021 -8.5433e-014 5.89705e-021
1 0.00253537 4.85066e-007 3.67417e-012 1.2223e-011 4.86711e-023 3.53024e-015 6.58834e-023 0.00253537 4.85066e-007 3.67417e-012 1.2223e-011 4.86711e-023 3.53024e-015 6.58834e-023
2 0.0020502 3.27242e-007 1.24998e-010 1.68415e-010 1.44083e-020 9.55912e-014 1.97358e-020 0.0020502 3.27242e-007 1.24998e-010 1.68415e-010 1.44083e-020 9.55912e-014 1.97358e-020
2 0.00210091 3.38905e-007 1.05767e-010 1.73124e-010 1.93002e-020 9.85064e-014 1.32781e-020 0.00210091 3.38905e-007 1.05767e-010 1.73124e-010 1.93002e-020 9.85064e-014 1.32781e-020
2 0.00203953 2.71033e-007 1.40783e-010 1.41802e-010 1.81316e-020 7.36546e-014 8.52433e-021 0.00203953 2.71033e-007 1.40783e-010 1.41802e-010 1.81316e-020 7.36546e-014 8.52433e-021
2 0.002084 3.21151e-007 6.49033e-011 1.22147e-010 9.2516e-021 6.56998e-014 5.71755e-021 0.002084 3.21151e-007 6.49033e-011 1.22147e-010 9.2516e-021 6.56998e-014 5.71755e-021
2 0.00210495 3.3933e-007 5.66484e-011 1.37922e-010 9.81797e-021 7.23902e-014 7.22703e-021 0.00210495 3.3933e-007 5.66484e-011 1.37922e-010 9.81797e-021 7.23902e-014 7.22703e-021
2 0.00210145 3.17922e-007 5.66184e-011 1.09084e-010 6.71306e-021 5.5898e-014 5.33168e-021 0.00210145 3.17922e-007 5.66184e-011 1.09084e-010 6.71306e-021 5.5898e-014 5.33168e-021
2 0.00217806 3.90926e-007 2.89199e-011 1.2795e-010 5.2733e-021 6.54875e-014 5.72461e-021 0.00217806 3.90926e-007 2.89199e-011 1.2795e-010 5.2733e-021 6.54875e-014 5.72461e-021
2 0.00228421 3.99079e-007 3.04701e-011 1.10716e-010 -1.41699e-021 2.85911e-014 6.27256e-021 0.00228421 3.99079e-007 3.04701e-011 1.10716e-010 -1.41699e-021 2.85911e-014 6.27256e-021
2 0.00224176 4.00518e-007 1.34421e-011 7.65389e-011 1.12053e-021 2.86291e-014 2.1844e-021 0.00224176 4.00518e-007 1.34421e-011 7.65389e-011 1.12053e-021 2.86291e-014 2.1844e-021
2 0.00320323 8.72665e-007 5.06687e-010 2.22978e-009 1.92191e-018 2.04567e-012 1.38691e-018 0.00320323 8.72665e-007 5.06687e-010 2.22978e-009 1.92191e-018 2.04567e-012 1.38691e-018
2 0.00294337 7.43186e-007 8.75275e-010 2.31079e-009 1.88765e-018 1.96998e-012 2.69014e-018 0.00294337 7.43186e-007 8.75275e-010 2.31079e-009 1.88765e-018 1.96998e-012 2.69014e-018
2 0.00293157 7.22942e-007 1.02047e-009 2.28117e-009 2.08271e-018 1.93448e-012 2.78855e-018 0.00293157 7.22942e-007 1.02047e-009 2.28117e-009 2.08271e-018 1.93448e-012 2.78855e-018
2 0.00312575 9.24833e-007 7.2236e-010 3.02377e-009 2.32119e-018 2.81225e-012 3.81878e-018 0.00312575 9.24833e-007 7.2236e-010 3.02377e-009 2.32119e-018 2.81225e-012 3.81878e-018
2 0.00320085 8.69181e-007 5.40027e-010 2.39718e-009 2.26696e-018 2.19014e-012 1.51657e-018 0.00320085 8.69181e-007 5.40027e-010 2.39718e-009 2.26696e-018 2.19014e-012 1.51657e-018
2 0.00206938 3.92677e-007 6.23342e-011 2.3295e-010 2.66765e-020 1.44742e-013 8.73746e-021 0.00206938 3.92677e-007 6.23342e-011 2.3295e-010 2.66765e-020 1.44742e-013 8.73746e-021
2 0.00217467 3.59082e-007 2.82275e-011 8.5246e-011 2.90801e-021 3.68237e-014 3.00493e-021 0.00217467 3.59082e-007 2.82275e-011 8.5246e-011 2.90801e-021 3.68237e-014 3.00493e-021
2 0.00216846 5.90132e-007 2.94452e-009 5.01771e-009 1.92059e-017 3.65513e-012 1.76792e-018 0.00216846 5.90132e-007 2.94452e-009 5.01771e-009 1.92059e-017 3.65513e-012 1.76792e-018
2 0.00320197 9.2352e-007 7.32224e-010 2.97696e-009 2.11374e-018 2.68389e-012 3.85358e-018 0.00320197 9.2352e-007 7.32224e-010 2.97696e-009 2.11374e-018 2.68389e-012 3.85358e-018
2 0.00234921 4.2621e-007 1.05909e-011 5.71766e-011 -6.00524e-022 2.24166e-015 1.27241e-021 0.00234921 4.2621e-007 1.05909e-011 5.71766e-011 -6.00524e-022 2.24166e-015 1.27241e-021
3 0.00242917 3.88911e-007 4.86725e-013 7.15e-012 -9.02234e-024 -4.25448e-015 -9.82384e-024 0.00242917 3.88911e-007 4.86725e-013 7.15e-012 -9.02234e-024 -4.25448e-015 -9.82384e-024
3 0.00241239 3.79023e-007 8.27246e-012 1.77701e-011 -2.15453e-022 -9.04153e-015 5.0847e-025 0.00241239 3.79023e-007 8.27246e-012 1.77701e-011 -2.15453e-022 -9.04153e-015 5.0847e-025
3 0.00240627 3.7823e-007 6.60328e-012 1.88287e-011 -1.9763e-022 -1.14453e-014 -7.08542e-023 0.00240627 3.7823e-007 6.60328e-012 1.88287e-011 -1.9763e-022 -1.14453e-014 -7.08542e-023
3 0.00245592 4.12441e-007 4.76738e-012 1.37239e-011 -9.6247e-023 -8.76781e-015 -5.53115e-023 0.00245592 4.12441e-007 4.76738e-012 1.37239e-011 -9.6247e-023 -8.76781e-015 -5.53115e-023
3 0.00245219 4.13749e-007 2.9731e-012 1.01697e-011 -5.26337e-023 -6.40575e-015 -1.88874e-023 0.00245219 4.13749e-007 2.9731e-012 1.01697e-011 -5.26337e-023 -6.40575e-015 -1.88874e-023
3 0.0024404 3.97178e-007 1.17996e-011 1.93881e-011 -2.74885e-022 -7.03417e-015 1.02146e-022 0.0024404 3.97178e-007 1.17996e-011 1.93881e-011 -2.74885e-022 -7.03417e-015 1.02146e-022
3 0.00238711 3.6627e-007 8.48731e-012 1.85049e-011 -2.31888e-022 -9.52596e-015 -3.0816e-024 0.00238711 3.6627e-007 8.48731e-012 1.85049e-011 -2.31888e-022 -9.52596e-015 -3.0816e-024
3 0.00243214 3.8789e-007 4.80825e-012 1.26448e-011 -7.53862e-023 -7.85689e-015 -6.35461e-023 0.00243214 3.8789e-007 4.80825e-012 1.26448e-011 -7.53862e-023 -7.85689e-015 -6.35461e-023
3 0.00244726 4.14004e-007 5.77747e-012 1.95035e-011 -2.02888e-022 -1.10668e-014 -4.12145e-023 0.00244726 4.14004e-007 5.77747e-012 1.95035e-011 -2.02888e-022 -1.10668e-014 -4.12145e-023
3 0.00419917 1.15037e-006 1.1671e-009 1.29878e-009 -9.73697e-019 8.18486e-013 1.2684e-018 0.00419917 1.15037e-006 1.1671e-009 1.29878e-009 -9.73697e-019 8.18486e-013 1.2684e-018
3 0.00389816 9.04752e-007 1.0691e-009 1.57779e-009 -6.41551e-019 1.1962e-012 1.94617e-018 0.00389816 9.04752e-007 1.0691e-009 1.57779e-009 -6.41551e-019 1.1962e-012 1.94617e-018
3 0.00369354 8.9009e-007 1.14098e-009 1.86474e-009 -7.22484e-019 1.53319e-012 2.62227e-018 0.00369354 8.9009e-007 1.14098e-009 1.86474e-009 -7.22484e-019 1.53319e-012 2.62227e-018
3 0.00387144 9.56359e-007 8.50765e-010 1.47943e-009 -5.61989e-019 1.05023e-012 1.56173e-018 0.00387144 9.56359e-007 8.50765e-010 1.47943e-009 -5.61989e-019 1.05023e-012 1.56173e-018
